category,usable_name,merchant_id,business_url,merchant_summary,extracted_products,product_type,revenue_model,operational_model,sales_channel,customer_type
Legal Services,Krakow-adwokat.pl,acct_1FC9jCGdSo7Q1kjK,http://krakow-adwokat.pl,"Kancelaria Adwokacka Maciej Bartnik provides legal assistance in the fields of criminal law and immigration law in Poland, particularly in Kraków and Warsaw. They offer comprehensive services related to criminal procedure and immigration issues, ensuring full support in English for foreigners.","[""Legal assistance in criminal law"",""Immigration law services""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Legal Services,GRM LAW,acct_1GZ7pKJO89M2q4aR,http://grmlaw.com.au,"GRM LAW is a legal practice specializing in corporate, property, banking & finance law, providing advisory services across complex transactions and regulatory matters in Australia.","[""Corporate and commercial advisory"",""Regulatory compliance advice"",""Franchising services"",""Property development legal support"",""Business acquisitions and disposals advice"",""Loan structuring and documentation""]","[""Services""]","[""One-Time"",""Subscription""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Legal Services,divorce-online.ch,acct_1GaPP4FXnX4uWP6c,https://divorce-online.ch/,null,"[""Divorce agreement preparation service""]","[""Digital"",""Services""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2C""]"
Logistics Services,"""Kupi U Nas"" Inc",acct_103LSQ28GxqClYzx,http://kupiunas.com/,"Kupi U Nas is a service that facilitates delivery of goods from the USA to the CIS countries, focusing on products from Amazon and Apple. They offer transparent terms, fast delivery, and assistance in purchasing from foreign online stores.","[""Delivery service from the USA to CIS countries"",""Assistance in purchasing from foreign online stores""]","[""Services""]","[""One-Time"",""Usage-Based Billing""]","[""Direct""]","[""Online""]","[""B2C""]"
Logistics Services,Promologistics España SL,acct_16thavCMyFvtWhnl,https://promologistics.com.es/,null,"[""Logistics Solutions""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2B""]"
Logistics Services,Juanpebooks,acct_1FjbSKE7PVCFiexp,http://www.diblasa.com,"DIBLASA provides comprehensive business development platforms, focusing on clients aiming to expand their market segments and growth opportunities. They offer advanced international logistics services, including air, sea, and land transport, and provide consulting for import and export processes, ensuring cost reduction and timely delivery.","[""International transportation services"",""Logistics solutions"",""Market consulting"",""Commercial management"",""Distribution services"",""E-commerce services""]","[""Services""]","[""One-Time"",""Subscription""]","[""Direct""]","[""Online"",""Physical""]","[""B2B"",""B2C""]"
Logistics Services,Metro Trailer,acct_1FsriDJCJZrB6j8q,http://www.MetroTrailer.com,"Metro Trailer Leasing is a trailer leasing company with over 25 years of experience, servicing customers across various industries, including construction and logistics.","[""Trailer Rental"",""Mobile Office Rental"",""Container Rental"",""Trailer Maintenance"",""Trailer Tracking"",""Pickup and Delivery Services""]","[""Physical"",""Services""]","[""One-Time""]","[""Direct""]","[""Online"",""Physical""]","[""B2B"",""B2C""]"
Logistics Services,OnEnvíos,acct_1HTuzLA3vzLtSxCP,http://www.onenvios.com,null,"[""Importation Services"",""Exportation Services"",""Shipping Services""]","[""Services""]","[""One-Time"",""Subscription""]","[""Direct""]","[""Online"",""Physical""]","[""B2B"",""B2C""]"
Logistics Services,Europe Express,acct_1JKOhaB9GastLWp5,https://europe.express/,"Europe Express is an innovative delivery, customs clearance, and freight forwarding company offering express ground transportation that serves importers and exporters from the UK and EU countries.","[""Freight Forwarding Services"",""Customs Clearance Services"",""Express Logistics Services"",""International Courier Services""]","[""Services""]","[""One-Time"",""Subscription""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Logistics Services,SEEMA Advocacy,acct_1JO6kwAj7aVdZLaK,https://seemamentalhealth.com/,"Mental Health Movers provides professional moving services to Hawaii, catering to both residential and commercial relocations with a focus on stress-free experiences.","[""Residential Moving"",""Commercial Relocation"",""Professional Packing"",""Secure Storage""]","[""Services""]","[""One-Time"",""Subscription""]","[""Direct""]","[""Online""]","[""B2C""]"
Logistics Services,uDeliver,acct_1JXhx5LPespsskua,http://www.udeliver.com.au,null,"[""Delivery services""]","[""Services""]","[""Usage-Based Billing""]","[""Marketplace""]","[""Online""]","[""B2B"",""B2C""]"
Logistics Services,Kamgus APP,acct_1K6crsEumLY5hcKQ,https://kamgus.com.pa/app-acarreo-y-mudanza-panama/,null,"[""moving services"",""transport services"",""online quoting system""]","[""Services""]","[""Usage-Based Billing""]","[""Marketplace""]","[""Online""]","[""B2C""]"
Logistics Services,Global Digital Ventures LLC,acct_1K8F5bFUxbrCx7yv,http://www.lockerhaus.com,"Lockerhaus offers a service where customers can shop at their favorite stores and have their purchases stored at the company's warehouse in the USA until they travel. They provide physical addresses for customers to receive their online purchases, storage options, and shipping services to various destinations.","[""Locker rental service"",""Package consolidation"",""Shipping services""]","[""Services""]","[""Subscription""]","[""Direct""]","[""Online""]","[""B2C""]"
Manufacturing,"Drillhead, Inc.",acct_1AROmNBEG9v8HKkh,http://drillhead.net/,"Drillhead, Inc. manufactures high performance HDD tooling and supplies drilling tools to various industries including Oil & Gas, Geothermal, and Water Well. They have over 30 years of experience and offer a wide range of HDD tools designed for durability and performance.","[""HDD tools"",""Directional Diamond PDC"",""Single Cone"",""QuiKone"",""QuiKlaw"",""ShovelHead"",""Tricone Rock Bits"",""Water Well Drill Bits"",""PDC Pilot Bits"",""PDC Reamers"",""PDC Hole Openers"",""PDC Back Reamers"",""HDD Pilot Bits"",""HDD Reamers"",""Tri-cone Pilot Bits (TCI)"",""Tri-cone Pilot Bits (Mill Tooth)"",""Single Roller Cone Pilot Bits"",""Steerable Pilot Bits"",""Rotary Claw Bits"",""Claw Reamers"",""Replacement Parts""]","[""Physical"",""Services""]","[""One-Time""]","[""Direct""]","[""Online"",""Physical""]","[""B2B""]"
Manufacturing,blackoxide.com.au,acct_1B1MuuISr8RFuDVb,http://blackoxide.com.au,"Black Oxide is a premium metal finisher based in Melbourne, Australia, offering services such as bluing, surface coating, and metal finishing to various industries. They provide express service with a quick turnaround and focus on delivering consistent finishes suitable for diverse applications.","[""Bluing"",""Surface Coating"",""Metal Finishing"",""Protective Coating""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Physical"",""Online""]","[""B2B""]"
Manufacturing,ABCOfasteners,acct_1BGKwgCBUfmJOoSz,http://www.abcofasteners.com,"ABCO Fasteners specializes in providing a complete line of metric fasteners and hard-to-find fasteners for various applications, including construction, industrial, automotive, and recreation.","[""Metric Fasteners"",""Socket Screws"",""Hex Head Cap Screws"",""Bolts"",""Nuts"",""Washers"",""Machine Screws"",""Pins""]","[""Physical"",""Services""]","[""One-Time""]","[""Direct""]","[""Online"",""Physical""]","[""B2B"",""B2C""]"
Manufacturing,Zhang Zhihui,acct_1CZBB7Au50wjfGIH,https://vergeparts.com/,"Foundry Supply Ltd. specializes in high-quality industrial components such as VFDs, valves, encoders, servo motors, drives, and automation parts, focusing on reliability and fair pricing.","[""Industrial VFDs"",""Valves"",""Encoders"",""Servo Motors"",""Drives"",""Automation Parts""]","[""Physical"",""Services""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2B""]"
Manufacturing,MK2 Bookkeeping Svcs,acct_1DHGAFAlKp4f1Cfd,http://mk2bookkeeping.com/,null,"[""Crankshafts"",""Precision Forgings"",""High-Precision Gears"",""Clutches"",""High-Strength Bolts""]","[""Physical""]","[""One-Time""]","[""Direct""]","[""Online"",""Physical""]","[""B2B""]"
Manufacturing,Aben Europe Ltd,acct_1DTWv4KgNFXdhkuN,https://abeneurope.co.uk/,"ABEN Europe offers services that deliver customised parts which will be made to your quality and accuracy requirements. They provide a variety of prototyping and manufacturing services including CNC machining, 3D printing, and vacuum casting.","[""CNC Machining"",""Stereolithography (SLA)"",""Selective Laser Sintering (SLS)"",""Vacuum Casting"",""Investment Casting"",""Polyjet Printing"",""Multi-Jet Fusion"",""Exhibition Models"",""Low Volume Manufacturing""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2B""]"
Manufacturing,La Note Boisée,acct_1DpbJtKVkFhgKRdf,https://lanoteboisee.ca/,"La Note Boisée is a Quebec-based custom woodworking shop specializing in bespoke solid wood furniture and artisan creations, including dining tables, benches, cutting boards, chessboards, guitar cabinets, and decorative objects.","[""custom wooden tables"",""cutting boards"",""chess boards"",""guitar cabinet"",""corporate gifts"",""wooden bookmarks"",""custom trophies and medals""]","[""Physical"",""Services""]","[""One-Time""]","[""Direct""]","[""Online"",""Physical""]","[""B2B"",""B2C""]"
Manufacturing,GRACO INC,acct_1EHsYNKeGGHU6gK8,http://www.graco.com,"Graco is a leading supplier of fluid management products and packages, manufacturing equipment to move, measure, mix, control, dispense, and spray various fluids.","[""Fluid management products"",""Paint sprayers"",""Automatic lubrication service"",""Garage and lube equipment"",""Liquid silicone rubber"",""Protective coatings"",""Sanitary sealants and adhesives""]","[""Physical"",""Services""]","[""One-Time""]","[""Direct""]","[""Online"",""Physical""]","[""B2B"",""B2C""]"
Manufacturing,SecuraStock,acct_1G5viAI5kTK34QXa,https://securastock.com/,SecuraStock is a provider of industrial vending machines and automated inventory management solutions that help businesses manage their inventory effectively.,"[""industrial vending machines"",""automated inventory tools"",""inventory management software""]","[""Physical"",""Services""]","[""One-Time"",""Subscription""]","[""Direct""]","[""Online"",""Physical""]","[""B2B""]"
Manufacturing,express.ecnautomation.,acct_1GGtEiDgodW3Ucoz,https://express.ecnautomation.com/,null,"[""Valves"",""Industrial instrumentation"",""Gas detection equipment"",""MRO supplies"",""Calibration services""]","[""Physical"",""Services""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Market Research,Port Sanilac Marina,acct_1DYb0EHWACwF0ZvY,http://portsanilacmarina.com,"Port Sanilac Marina is a full-service marina located in Port Sanilac, Michigan, offering a range of services including dockage, storage, maintenance, charter tours, and yacht sales. They cater to both individual boaters and businesses, providing exceptional sales and service in the boating industry.","[""Dockage"",""Storage"",""Maintenance"",""Charter Tours"",""Yacht Sales"",""Boat Brokerage"",""Restaurant and Lodging Services""]","[""Services"",""Physical""]","[""One-Time"",""Subscription""]","[""Direct""]","[""Online"",""Physical""]","[""B2B"",""B2C""]"
Market Research,www.airtasker.com,acct_1NmHAHCloN7jF0xX,https://airtasker.com/users/6671548/,"Airtasker is a platform where individuals can hire people to assist with various tasks such as construction, cleaning, cooking, and more.","[""Construction"",""Cleaning"",""Cooking"",""Pressure Cleaning"",""Handyman Services"",""Tutoring""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Online"",""Physical""]","[""B2C""]"
Market Research,Quai Solutions,acct_1Oz7zaQKAjgWJJ6g,https://quaisolutions.ca/,"Quai Solutions specializes in high-quality docks and boat lifts, offering custom installations, maintenance, and nautical accessories to enhance your waterfront experience across Quebec.","[""Boat lifts"",""Docks"",""Nautical accessories"",""Installation and maintenance services""]","[""Physical"",""Services""]","[""One-Time"",""Subscription""]","[""Direct""]","[""Online"",""Physical""]","[""B2B"",""B2C""]"
Market Research,Field Agent UK Ltd,acct_1Q3bIBS2u8beOeYD,http://www.fieldagent.co.uk,"Field Agent provides services that connect brands to shoppers, focusing on retail audits and shopper insights to gather in-store and online consumer information.","[""Retail Audits"",""Shopper Insights"",""Buy, Try \u0026 Review""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Market Research,Bridge Marina,acct_1Q5WaCFJaj5JenWk,http://bridgemarinama.com,"Bridge Marina is one of the oldest maritime facilities on the Merrimack River. They offer various dock and maintenance services for boats, operating primarily as a physical location to cater to boat owners. Their upgraded facility includes high-quality boat docks and offers mechanical and fiberglass repairs for boats.","[""Docking services"",""Boat maintenance services"",""Fiberglass repairs"",""Painting services""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Physical""]","[""B2C""]"
Market Research,Validaunch,acct_1TEA1U4cFhXZBZDD,http://validaunch.com,"Validaunch offers market research, competitor analysis, and product idea validation services that deliver founder-ready reports within 24 hours.","[""Market Research Services"",""Competitor Analysis"",""Product Idea Validation Services""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Market Research,Knox Anchors Ltd,acct_1TFDjlGqM0xbAxGN,https://knoxanchors.com/,"Knox Anchors manufactures and sells high-performance anchors that remain set in changing marine conditions, offering direct online sales and shipping across the UK, EU, and US.","[""Knox Anchors"",""Anchoring Spring"",""Swivels"",""Shackles""]","[""Physical""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2C""]"
Market Research,Neurist AI Labs Ltd.,acct_1TIdzsECZnHTguej,https://neurist.ai/,"Neurist is an AI-powered market research interview platform that focuses on understanding human insights through AI-led conversations rather than traditional surveys. The platform is designed to cater specifically to researchers and participants, providing faster and deeper insights at scale.","[""AI-powered market research interview platform""]","[""Services""]","[""Subscription""]","[""SaaS Platform""]","[""Online""]","[""B2B""]"
Market Research,Heimdall Insights,acct_1TKwgvIQxOdvwifX,http://heimdallinsights.com/,Heimdall Insights is a market research firm providing global market sizing and growth forecasts using proprietary algorithms for analysis.,"[""Market Research Reports""]","[""Services""]","[""One-Time"",""Subscription""]","[""Direct""]","[""Online""]","[""B2B""]"
Market Research,MNDP24 DEO,acct_1TMsusEvjCqibRPU,https://datasignals.site/,"DataSignals provides curated market intelligence, trend reports, and strategic insights, organized in one clean and accessible library. The service is tailored for marketers, founders, researchers, strategists, and operators, enabling them to access relevant information more efficiently.","[""Curated trend reports"",""Consumer insights"",""Innovation research"",""Strategic intelligence""]","[""Digital"",""Services""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Marketing,Growth Venue,acct_14ZBKuHnWbullLsz,http://growthvenue.co/,"Growth Venue is a marketing agency focused on business growth using digital strategies and tactics. They offer services such as Messenger Marketing, Chatbots, and Local Reputation Marketing. Customers can access their services online with opportunities for free consultations and actionable business steps.","[""Messenger Marketing"",""Chatbots"",""Local Reputation Marketing""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Marketing,Southstar Marketing LLC,acct_15KduTHaylnjNTJz,http://southstarmarketing.com,"Southstar Marketing LLC is a marketing company focused on providing growth-oriented services, including digital marketing, media buying, CRM implementation, and customized e-commerce solutions. They aim to optimize clients' marketing investments to achieve maximum exposure and ROI.","[""Digital Marketing Services"",""Media Buying Services"",""CRM Implementation Services"",""E-commerce Solutions""]","[""Services"",""Digital""]","[""Subscription""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Marketing,Robin Vézina Inc.,acct_16Yn37Dw6cq5aBGL,http://robinvezina.com/,Robin Vézina Inc. helps coaches and trainers to become autonomous and effective with their Meta advertising.,"[""Facebook Advertising Services"",""Coaching Services"",""Training Programs""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Marketing,Consolety,acct_16nkhpBC8iBt4zu2,https://consolety.net/,"Consolety provides a platform for verified guest post exchanges, enabling WordPress publishers to build quality backlinks through Google Search Console verification.","[""Verified guest post exchanges"",""Backlink building services""]","[""Services""]","[""One-Time"",""Subscription""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Marketing,Promotion Management Center Inc.,acct_16qkWSKqBH3NHIMv,http://www.pmci.com,PMC is a full-service solutions provider that offers a customized approach to help clients achieve their objectives. They focus on creating meaningful connections with consumers to encourage brand loyalty and action.,"[""Promotion"",""Fulfillment"",""Sweepstakes \u0026 Contests"",""Rebate Management"",""E-Commerce Management""]","[""Services""]","[""One-Time"",""Subscription""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Marketing,"Babacita, LLC",acct_17KTU4BmUAY0zF9v,http://babacita.com/,Disruptive Awe helps marketers in technical and overlooked industries to create emotionally resonant and memorable marketing strategies.,"[""Marketing strategy services"",""Consulting on disruptive marketing techniques"",""Book: Disruptive Awe""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2B""]"
Marketing,cameron publicity & ma,acct_17frPfJN7g2Qllv2,http://cameronpm.co.uk/,null,"[""Book Publicity and Marketing Campaigns"",""Online Book Promotion Service"",""Ebook Publicity and Marketing"",""Business Book Publicity"",""Children’s Book Publicity"",""Social Media Services"",""Board and Card Game Publicity"",""Self-publishing Marketing Support Services""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Marketing,VIEW16,acct_18eqaoI9B1bHScJ5,http://www.view16.com,"We'll Help You Grow helps local businesses enhance growth through specialized marketing systems. They focus on optimizing aspects like reputation management, customer retention, and targeted advertising to make marketing accessible for businesses of all sizes.","[""Reputation Systems"",""Resell Systems"",""Lead Capture Forms"",""AI Web Chat"",""Email Marketing"",""Loyalty Programs"",""Meta Ads Campaigns"",""Google Ads Campaigns"",""Retarget Campaigns""]","[""Services"",""Digital""]","[""Subscription""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Marketing,Pier 47 Marina,acct_19lKctA8j2bpohhH,http://www.pier47marine.com,"Pier 47 Marina is a family-owned marina in Wildwood, NJ, offering boat sales, rentals, certified service, parts, and storage—all in one convenient waterfront location.","[""Boat sales"",""Boat rentals"",""Boat maintenance"",""Boat parts"",""Boat storage""]","[""Physical"",""Services""]","[""One-Time""]","[""Direct""]","[""Online"",""Physical""]","[""B2C""]"
Marketing,FT Media,acct_19zSyEG1DkejtXl0,https://ft.media/,"FT Media is a leading full-service digital marketing agency focused on delivering tangible results for businesses through all-in-one marketing programs, including SEO, social media management, and automated marketing solutions. They provide a thorough needs analysis and tailored marketing strategies for their clients.","[""Digital Marketing Services"",""SEO"",""Social Media Management"",""Email Marketing"",""Google Ads""]","[""Services"",""Digital""]","[""Subscription"",""Usage-Based Billing""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Meal Delivery,mealtrain.com,acct_1M5BcmRGeMfqir9W,https://mealtrain.com/vlo06w,null,"[""Meal scheduling"",""Meal calendar"",""Meal sign up""]","[""Services""]",null,null,"[""Online""]","[""B2C""]"
Meal Delivery,Michi's Meal Plans,acct_1NcrrsR00h1wrbMD,https://michismealplans.myshopify.com/,Honest Roots offers personalized healthy and tasty meal plans made from sustainable ingredients. Customers can order meals that are either delivered to their door or available for pick-up.,"[""5-Day Meal Plans""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2C""]"
Meal Delivery,mealtrain.com,acct_1NmMOXI1Nmrs2JQX,https://mealtrain.com/9ew06l,null,"[""Meal Scheduling"",""Meal Calendar""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2C""]"
Meal Delivery,mealtrain.com,acct_1QorySIvIsmmswR6,https://mealtrain.com/edo0w1,"Meal Train is a service that enables individuals to organize meal deliveries for families in need during times of surgery, illness, or new parenthood. Users can create meal calendars where participants sign up to bring meals, ensuring recipients receive home-cooked or takeout meals as support during difficult times.","[""Meal Scheduling Service""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2C""]"
Meal Delivery,mealtrain.com,acct_1SSISrEpUxc8xSKq,https://mealtrain.com/ml4279,"Meal Train offers meal scheduling services to help families during significant life events such as new births, surgeries, or illnesses. Users can sign up online to coordinate meal deliveries, ensuring that those in need receive support through home-cooked meals from friends and community members.","[""Meal scheduling services""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2C""]"
Meal Delivery,mealtrain.com,acct_1SeKXOI5z3RPe1yj,https://mealtrain.com/14qyr6,"Meal Train is a service that assists individuals in organizing meal deliveries for families during events such as surgeries, illness, or welcoming new parents. Users can create a Meal Train, invite participants, and manage meal schedules online.","[""Meal scheduling service""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2C""]"
Meal Delivery,mealtrain.com,acct_1Sotx0EdWaPiOatb,https://mealtrain.com/d0rd5l,"Meal Train is a service that provides meal scheduling and coordination for families in need, such as new parents or those experiencing illness. Users can sign up to deliver meals to recipients through their platform, facilitating organized support during difficult times.","[""Meal scheduling and coordination services""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2C""]"
Meal Delivery,mealtrain.com,acct_1SuHerIgh0Qq45I9,https://mealtrain.com/kyoqnd,"Meal Train provides meal scheduling services to assist families during challenging times, such as illness or loss, allowing individuals to organize and deliver meals to those in need.","[""Meal scheduling services"",""Meal train organization""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2C""]"
Meal Delivery,mealtrain.com,acct_1T04jDIdIb5x4408,https://mealtrain.com/eenq81,null,"[""meal scheduling service""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2C""]"
Meal Delivery,mealtrain.com,acct_1T1CmkEdUlLiijqf,https://mealtrain.com/qw7n51,null,"[""Meal scheduling services"",""Meal coordination""]","[""Services""]",null,null,"[""Online""]","[""B2C""]"
Media,Collide Entertainment,acct_103jef2MdkGmWHL8,http://collideentertainment.com/,"NOVA Post Collide is a film and audio production and post production company located in Vancouver, BC, Canada. It operates as the parent company to NOVA Recording Studios.","[""Audio Production"",""Film Production"",""Post Production""]","[""Services""]",null,"[""Direct""]","[""Online"",""Physical""]","[""B2B"",""B2C""]"
Media,J.B. Waggoner,acct_14TalqIXnnlNHeVQ,https://jbwaggoner.com/,"J.B. Waggoner is a Nashville-based video editor, colorist, and producer with over 20 years of post-production experience.","[""Video editing"",""Color grading"",""Sound design"",""Production management""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Media,Tomkins Times,acct_17GTgtAyHvNCMVEj,https://tomkinstimes.substack.com/,"The Tomkins Times, established by Paul Tomkins and associates, offers a platform for intelligent discussions and opinions about Liverpool FC, comprising both free and paywalled content.","[""Content about Liverpool FC""]","[""Digital""]","[""Subscription""]","[""Direct""]","[""Online""]","[""B2C""]"
Media,general ba,acct_1848mQAbxAANepKV,http://www.revolutionaryblackworkers.org,"General Baker Institute is a media project that documents the story of the League of Revolutionary Black Workers. It produces various forms of media including films and written materials, all aimed at capturing the voices of League members and the historical context of their struggles.","[""Documentary films"",""Books"",""Articles"",""Pamphlets""]","[""Digital"",""Services""]","[""One-Time"",""Subscription""]","[""Direct""]","[""Online""]","[""B2C""]"
Media,OTT,acct_18SDg3LMKe96vP94,http://jedriffefilms.com,"Jed Riffe is an American filmmaker who creates documentaries focusing on social issues and politics, including Native American histories.","[""Documentary Films"",""Film Production Services""]","[""Digital"",""Services""]","[""One-Time"",""Subscription""]","[""Direct""]","[""Online""]","[""B2C""]"
Media,OTT,acct_19dae1IhwYrrcO1f,http://loveturl.net,"Loveturl is a division of Mathis El Inc. in conjunction with Symphonic Distribution, focusing on audio and film production.","[""Audio Production"",""Film Production""]","[""Digital"",""Services""]","[""One-Time"",""Subscription""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Media,BellaireConnect,acct_1BFz36Gpb0bDMs3o,http://bellaireconnect.com/,"BellaireTalk.com is a community website for Bellaire, Texas and surrounding neighborhoods, offering news, events, and information for residents.","[""Local Business Directory"",""Community Events"",""Neighborhood Crime Alerts""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Online"",""Physical""]","[""B2C""]"
Media,The Prodigal Guide,acct_1BIh8tFYcFWwt4ks,https://medium.com/@andrewcarrier,"Andrew Carrier writes primarily about finance, technology, and media on Medium, with some occasional comments on gadgets and watches.","[""Articles about finance, technology, gadgets, watches, and cars""]","[""Digital""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2C""]"
Media,Groningsnieuws.nl,acct_1C5v5LC5aD3ldjAc,https://groningsnieuws.nl/,"Gronings Nieuws is an online news platform offering the latest news, events, and updates from the city and province of Groningen.","[""News articles"",""Event updates"",""Local news content""]","[""Digital"",""Services""]","[""Subscription""]","[""Direct""]","[""Online""]","[""B2C""]"
Media,K! WORLD,acct_1CUYJwAhMxDCiVLb,https://k-world.fr/,"K! World specializes in K-pop and drama content, offering articles and updates tailored for fans and enthusiasts. Customers can access their services online, where they can purchase magazines and subscriptions related to K-pop topics and enjoy music event promotions.","[""K-pop related articles"",""Magazines"",""K-drama content"",""Fashion \u0026 beauty products related to K-pop"",""Music events tickets""]","[""Digital"",""Services""]","[""Subscription""]","[""Direct""]","[""Online""]","[""B2C""]"
Mental Health Services,STEVEN J BRODSKY,acct_17YTK8EUrAKiPJi8,https://ocdhotline.com/,"OCD HOTLINE OF NY & NJ offers expert psychotherapy services for OCD, including in-person consultations in New York and New Jersey, as well as nationwide teletherapy. They provide a free consultation within 24 hours and cater primarily to individual clients seeking relief from OCD symptoms.","[""Psychotherapy for OCD"",""OCD Treatment"",""OCD Teletherapy"",""OCD Hotline Services""]","[""Services""]",null,"[""Direct""]","[""Online"",""Physical""]","[""B2C""]"
Mental Health Services,Pierdominici Psycholog,acct_1D7fb3CJDB0RMZJ2,http://www.proteatherapy.org,"Protea Expat Therapy offers psychological services to adults and children in multiple languages including Italian, English, and Spanish. They provide various forms of therapy, workshops, and support to clients, particularly artists and expatriates, with an emphasis on self-actualization and personal growth.","[""Individual Therapy"",""Couples Therapy"",""Psychological Support for Artists"",""Workshops"",""Training"",""Career Counseling""]","[""Services""]","[""One-Time"",""Subscription""]","[""Direct""]","[""Online""]","[""B2C""]"
Mental Health Services,Sukumar Rao MD,acct_1DymbRHn97uFQwvQ,https://sukumarrao.com/,null,"[""Talk Therapy"",""Medication Management""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Online"",""Physical""]","[""B2C""]"
Mental Health Services,Cardinal Wellness,acct_1EB9SRFjaKMEjumX,http://cardinal-wellness.com,"Cardinal Counseling and Consulting provides mental health care services offered by licensed counselors in a safe and nonjudgmental environment. They offer individual or group sessions, couples therapy, and consulting focused on coping with various mental health challenges.","[""Individual sessions"",""Group sessions"",""Couples therapy"",""Consulting"",""Neurofeedback therapy""]","[""Services""]",null,"[""Direct""]","[""Online"",""Physical""]","[""B2C""]"
Mental Health Services,Dr. Amanda Ferguson,acct_1GZtulBVSxjpBl7o,http://www.dramandaferguson.com.au,"Dr. Amanda Ferguson is a registered psychologist, organisational psychologist, and clinical hypnotherapist. She is a published author and keynote speaker specializing in personal development and relationships.","[""Book: Life Works: Rediscover Yourself and Transform Your Relationships"",""Ebook: 5 RED FLAGS - you may be dealing with a narcissist or other difficult personality"",""Keynote Speaking"",""Consulting Services"",""Psych for Life Podcast""]","[""Digital"",""Services""]","[""One-Time"",""Subscription""]","[""Direct""]","[""Online""]","[""B2C""]"
Mental Health Services,Garcia Counseling Services,acct_1Gy8zzJDp8b2c6dF,https://garciacounselingservices.clientsecure.me/,"Garcia Counseling Services is a Behavioral Health Therapist based in Johnston, IA, offering both Telehealth and limited in-person appointments for mental health support. They facilitate online paperwork and accept online payments, making it convenient for clients to access their services.","[""Telehealth services"",""In-person therapy"",""Mental health assessments""]","[""Services""]","[""One-Time"",""Subscription""]","[""Direct""]","[""Online"",""Physical""]","[""B2C""]"
Mental Health Services,Dr Jerry Kennard,acct_1H4kGUAUiP0wuqF9,http://www.drjerrykennard.com,"Dr Jerry Kennard offers mental health and wellbeing information tailored for men aged 40 and over, providing practical and informed advice on various life challenges and transitions experienced in this demographic.","[""Mental health and wellbeing information""]","[""Services""]",null,null,"[""Online""]","[""B2C""]"
Mental Health Services,JENNIFER M,acct_1HDYGRA4UlLfegwL,http://www.jenmasonphd.com,"Jennifer Mason, Ph.D. is a clinical psychologist licensed to practice in Tennessee and California. She offers psychotherapy services to adults and couples for various mental health concerns, available both in-person and via telehealth.","[""Psychotherapy sessions""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Online"",""Physical""]","[""B2C""]"
